n,Codice_IPA,tipo,email
1,c_g157,Mail2,info@comune.osimo.an.it
1,c_g160,Mail2,segreteria@comune.osiosotto.bg.it
1,c_g161,Mail2,comune@osnago.net
1,c_g164,Mail2,comune@comune.ospedaletti.im.it
1,c_g166,Mail2,anagrafe@comune.ospedalettolodigiano.lo.it
1,c_g169,Mail2,ospitale@clz.bl.it
1,c_g171,Mail2,ragioneria@comune.ossagolodigiano.lo.it
1,c_g181,Mail2,municipio@comunediossona.it
1,c_g186,Mail2,ufficio.ragioneria@comune.ostiglia.mn.it
1,c_g189,Mail2,info@comune.otricoli.tr.it
1,c_g190,Mail2,ced@comune.ottaviano.na.it
1,c_g193,Mail2,sportello@comune.ottiglio.al.it
1,c_g195,Mail2,comune.ottone@sintranet.it
1,c_g198,Mail2,protocollo@com-ovaro.regione.fvg.it
1,c_g201,Mail3,ragioneria@comune.ovodda.nu.it
1,c_g203,Mail2,protocollo@comune.ozieri.ss.it
1,c_g204,Mail2,ragioneria@comune.ozzanomonferrato.al.it
1,c_g205,Mail2,urp@comune.ozzano.bo.it
1,c_g206,Mail2,info@comune.ozzero.mi.it
1,c_g207,Mail3,protocollo@comune.pabillonis.su.it
1,c_g209,Mail2,segreteria@comune.pacedelmela.me.it
1,c_g212,Mail2,info@comune.paciano.pg.it
1,c_g213,Mail2,demografici.padenghesulgarda@legalmail.it
1,c_g215,Mail2,comunedipaderna@libero.it
1,c_g217,Mail2,info@comune.padernofranciacorta.bs.it
1,c_g218,Mail2,tecnico@comune.padernodadda.lc.it
1,c_g220,Mail2,urp@comune.paderno-dugnano.mi.it
1,c_g222,Mail2,info@comunedipadernoponchielli.gov.it
2,c_g223,Mail3,protocollo@comune.robbiate.lc.it
1,c_g227,Mail3,settorefinanziario@comune.paduli.bn.it
1,c_g230,Mail3,sindaco@comunedipagani.it
1,c_g233,Mail2,info.pagazzano@comune.pagazzano.bg.it
1,c_g234,Mail2,segreteria@comune.pagliara.me.it
1,c_g237,Mail2,info@comune.paglieta.ch.it
1,c_g240,Mail2,anagrafe@comune.pagno.cn.it
1,c_g243,Mail2,ragioneria@comune.pagoveiano.bn.it
1,c_g247,Mail2,info@comune.paisco-loveno.bs.it
1,c_g249,Mail4,protocollo@comune.paladina.bg.it
1,c_g250,Mail2,segreteria@comune.palagano.mo.it
1,c_g254,Mail2,protocollo@comune.palaia.pi.it
1,c_g255,Mail2,e.bertoni@comune.palanzano.pr.it
1,c_g257,Mail2,economo@comunedipalata.it
1,c_g258,Mail2,info@palau.it
1,c_g260,Mail2,info@comune.palazzopignano.cr.it
1,c_g263,Mail2,protocollo@comune.palazzoadriano.pa.it
1,c_g268,Mail2,protocollo@com-palazzolo-dello-stella.regione.fvg.it
1,c_g271,Mail2,ragioneria@comunedipalena.it
1,c_g275,Mail2,protocollo@comune.palestro.pv.it
1,c_g276,Mail2,protocollo@comune.paliano.fr.it
1,c_g277,Mail2,anagrafe@comunedipalizzi.it
1,c_g278,Mail3,info@comune.pallagorio.kr.it
1,c_g281,Mail2,posta@comunedipallare.it
1,c_g282,Mail2,info@comune.palmadimontechiaro.ag.it
1,c_g286,Mail2,protocollo@comune.palmasarborea.or.it
1,c_g289,Mail2,ufficio.anagrafe@comune.palmiano.ap.it
1,c_g290,Mail2,comunedipalmoli@libero.it
1,c_g292,Mail2,areaamministrativa@comunepalomonte.sa.it
1,c_g294,Mail2,finanza@comune.palombaro.ch.it
1,c_g295,Mail2,protocollo@comune.palosco.bg.it
1,c_g296,Mail2,segreteria@comune.paludelfersina.tn.it
1,c_g297,Mail2,contabilita-scuola@comunepalu.it
1,c_g298,Mail2,affarigenerali@comune.paludi.cs.it
1,c_g299,Mail2,info@comune.plaus.bz.it
1,c_g302,Mail2,pamparato@ruparpiemonte.it
1,c_g305,Mail2,info@comune.panchia.tn.it
1,c_g307,Mail2,info@comune.panettieri.cs.it
1,c_g311,Mail2,info@comune.pannarano.bn.it
1,c_g312,Mail4,protocollo@comune.panni.fg.it
1,c_g316,Mail2,segreteria@comune.pantigliate.mi.it
1,c_g317,Mail2,info@comune.paola.cs.it
1,c_g320,Mail2,papasiderocomune@libero.it
1,c_g324,Mail2,comune@comune.parabiago.mi.it
1,c_g327,Mail2,ragioneria@comune.paratico.bs.it
1,c_g328,Mail2,info@comune.parcines.bz.it
1,c_g331,Mail2,finanziario@comune.parenti.cs.it
1,c_g334,Mail2,segreteria@comune.pareto.al.it
1,c_g336,Mail2,info@comune.parlasco.lc.it
1,c_g338,Mail2,info@comune.parodiligure.al.it
1,c_g339,Mail2,segretariocomunale.paroldo@reteunitaria.piemonte.it
1,c_g342,Mail2,parona@comune.parona.pv.it
1,c_g344,Mail2,anagrafe@comune.parrano.tr.it
1,c_g346,Mail2,info@comune.parre.bg.it
1,c_g348,Mail2,info@comune.partinico.pa.it
1,c_g349,Mail2,segreteria@comune.paruzzaro.no.it
1,c_g350,Mail2,protocollo@comune.parzanica.bg.it
1,c_g352,Mail2,pasian@pasian.it
1,c_g353,Mail2,protocollo@comune.pasiano.pn.it
1,c_g354,Mail2,info@comune.paspardo.bs.it
1,c_g361,Mail2,protocollo@comune.passirano.bs.it
1,c_g365,Mail2,info@comunepastrengo.it
1,c_g367,Mail2,pasturana@comune.pasturana.al.it
1,c_g370,Mail2,info@comune.paternopoli.av.it
1,c_g371,Mail2,info@comune.paterno.ct.it
1,c_g372,Mail2,protocollo@comunedipaternocalabro.it
1,c_g382,Mail2,ragioneria@comune.pauliarbarei.ca.it
1,c_g384,Mail2,protocollo@comune.paulilatino.or.it
1,c_g387,Mail2,info@comune.pavarolo.to.it
1,c_g389,Mail2,ragioneria@com-pavia-di-udine.regione.fvg.it
1,c_g391,Mail2,protocollo@pavonemella.it
1,c_g392,Mail2,servizi.generali@comune.pavone.to.it
1,c_g393,Mail2,comune.pavullo@comune.pavullo-nel-frignano.mo.it
1,c_g407,Mail2,ragioneria@comune.sanpaolo.bs.it
1,c_g410,Mail2,amministrazione@comune.pedesina.so.it
1,c_g411,Mail2,comunedipedivigliano@tiscali.it
1,c_g412,Mail2,protocollo@comune.pedrengo.bg.it
1,c_g416,Mail2,comune.peglio@provincia.ps.it
1,c_g417,Mail2,protocollo@comune.pegognaga.mn.it
1,c_g418,Mail2,segreteria@comune.peia.bg.it
1,c_g419,Mail2,protocollo@comune.peio.tn.it
1,c_g420,Mail2,info@comune.pelago.fi.it
1,c_g424,Mail2,segreteria@comune.pellegrino-parmense.pr.it
1,c_g426,Mail2,ufficio.segreteria@comune.pellezzano.sa.it
1,c_g428,Mail2,info@comune.pellizzano.tn.it
1,c_g429,Mail2,comune@comune.pelugo.tn.it
1,c_g430,Mail2,uffici@comune.penango.at.it
1,c_g432,Mail2,ufficio.ragioneria@comune.pennainteverina.tr.it
1,c_g434,Mail2,comunepennadomo@libero.it
1,c_g435,Mail2,info@comune.pennapiedimonte.ch.it
1,c_g436,Mail2,info@comune.pennasangiovanni.mc.it
2,c_g438,Mail4,protocollo@comune.penne.pe.it
1,c_g439,Mail2,protocollo@comunedipentone.it
1,c_g441,Mail2,ragioneria@comune.perano.ch.it
1,c_g442,Mail2,rag.perarolo@cmcs.it
1,c_g444,Mail2,segreteria@percilecomune.it
1,c_g445,Mail2,personale@comunediperdasdefogu.com
1,c_g449,Mail3,finanziario@comune.pereto.aq.it
1,c_g450,Mail2,segreteria@comuneperfugas.it
1,c_g452,Mail2,protocollo@comune.pergine.tn.it
1,c_g453,Mail4,protocollo@comune.pergola.pu.it
1,c_g456,Mail2,info@comune.perledo.lc.it
1,c_g458,Mail2,perlo@ruparpiemonte.it
1,c_g462,Mail2,protocollo@comune.perosa-canavese.to.it
1,c_g463,Mail2,segreteria.perosa.argentina@ruparpiemonte.it
1,c_g471,Mail2,pertengo@comuniubv.it
1,c_g474,Mail2,info@comune.perticaalta.bs.it
1,c_g475,Mail2,info@comune.perticabassa.bs.it
1,c_g479,Mail2,urp@comune.pesaro.pu.it
1,c_g481,Mail2,protocollo@comune.pescantina.vr.it
1,c_g483,Mail2,protocollo@comune.pescaroloeduniti.cr.it
1,c_g484,Mail2,serviziofinanziario@comune.pescasseroli.aq.it
1,c_g485,Mail2,info@comune.pescate.lc.it
1,c_g486,Mail2,pesche@comune.pesche.is.it
1,c_g487,Mail2,comunedipeschici@tiscali.it
1,c_g491,Mail2,info@comune.pescia.pt.it
1,c_g493,Mail2,finanziario@comune.pescocostanzo.aq.it
1,c_g495,Mail2,ragioneria@comune.pescolanciano.is.it
1,c_g499,Mail2,ragioneria@comune.pescosansonesco.pe.it
1,c_g500,Mail2,donatoprospero@comune.pescosolido.fr.it
1,c_g504,Mail2,demografico@comune.pessinacremonese.cr.it
1,c_g505,Mail2,anagrafe@comune.pessinetto.to.it
1,c_g506,Mail2,ragioneriapetacciato@libero.it
1,c_g507,Mail3,comuneturania@tin.it
1,c_g509,Mail3,protocollo@petina.gov.it
1,c_g510,Mail2,protocollo@comune.petraliasoprana.pa.it
1,c_g511,Mail2,protocollo@comune.petraliasottana.pa.it
1,c_g513,Mail2,info@comune.petrellasalto.ri.it
1,c_g515,Mail2,anagrafe@comune.petriolo.mc.it
4,c_g516,Mail5,protocollo@petritoli.net
1,c_g517,Mail2,comune.petrizzi@libero.it
1,c_g526,Mail2,protocollo@comune.peveragno.cn.it
1,c_g528,Mail2,pezzana@comuniubv.it
1,c_g532,Mail2,info@comune.pezzolovalleuzzone.cn.it
1,c_g538,Mail2,info@comune.piaggine.sa.it
1,c_g540,Mail2,ufficiofinanziario@comune.valledellangelo.sa.it
1,c_g542,Mail2,protocollo@comune.pianacrixia.sv.it
1,c_g543,Mail2,info@pianalbanesi.it
1,c_g553,Mail2,ragioneria@comune.pianecrati.cs.it
1,c_g555,Mail2,protocollo@comune.pianella.pe.it
1,c_g559,Mail2,urp@comune.pianezza.to.it
1,c_g561,Mail2,finanziario@comune.pianfei.cn.it
1,c_g564,Mail2,info@comune.pianico.bg.it
1,c_g565,Mail2,ced@comune.pianiga.ve.it
1,c_g566,Mail2,sindaco@comune.sanbenedettovaldisambro.bo.it
1,c_g568,Mail2,settore1@comune.pianodisorrento.na.it
1,c_g570,Mail2,segreteria@comune.pianoro.bo.it
1,c_g571,Mail2,ragioneria@piansano.org
1,c_g572,Mail2,amministrazione@comune.piantedo.so.it
1,c_g576,Mail2,info@comune.piateda.so.it
1,c_g577,Mail2,rag.piatto@ptb.provincia.biella.it
1,c_g580,Mail2,info@comunepiazzaarmerina.it
1,c_g583,Mail2,info@comune.piazzatorre.bg.it
1,c_g588,Mail2,info@comune.piazzolo.bg.it
1,c_g589,Mail2,segretario@comune.picciano.pe.it
1,c_g591,Mail2,comune@comune.picinisco.fr.it
1,c_g593,Mail2,PIEA@COMUNE.PIEA.AT.IT
1,c_g596,Mail2,info@comune.piemonte-matese.ce.it
1,c_g600,Mail2,protocollo@comune.piedimulera.vb.it
1,c_g602,Mail2,protocollo@comune.pienza.si.it
2,c_g604,Mail5,protocollo@comune.pietramontecorvino.fg.it
1,c_g606,Mail2,municipio@pietrabbondante.com
1,c_g607,Mail2,comune@comunepietrabruna.it
1,c_g609,Mail2,comunedipietracatella@virgilio.it
1,c_g610,Mail2,comunedipietracupa@virgilio.it
1,c_g612,Mail2,ragioneria@comune.pietradegiorgi.pv.it
1,c_g613,Mail2,info@comune.pietraferrazzana.ch.it
1,c_g614,Mail2,comunesatriano@rete.basilicata.it
1,c_g615,Mail2,ufficioragioneria@comune.pietrafitta.cs.it
1,c_g618,Mail2,comune@pietralunga.it
1,c_g619,Mail2,info@comune.pietramarazzi.al.it
1,c_g621,Mail2,comune.pietranico@virgilio.it
1,c_g622,Mail2,protocollo.pietrapaola@virgilio.it
1,c_g625,Mail2,pietraporzio@vallestura.cn.it
1,c_g627,Mail2,comune.pietrarubbia@provincia.ps.it
1,c_g631,Mail2,info@comune.pietrelcina.bn.it
1,c_g635,Mail2,comunepievealbignola@libero.it
1,c_g639,Mail2,segreteria@comune.pievedelcairo.pv.it
1,c_g642,Mail2,segr.pieve@cmcs.it
1,c_g646,Mail2,areafinanziaria@comune.pieveligure.ge.it
1,c_g656,Mail2,info@comune.pievetesino.infotn.it
1,c_g657,Mail2,comune@pievetorina.sinp.net
1,c_g662,Mail2,france.neri@tiscali.it
1,c_g663,Mail2,comunepignola@tiscali.it
1,c_g665,Mail2,protocollo@comune.pigra.co.it
1,c_g666,Mail2,pila@ruparpiemonte.it
1,c_g669,Mail2,protocollo@comune.pimentel.ca.it
1,c_g671,Mail2,urp@comune.pinarolopo.pv.it
1,c_g681,Mail2,segreteria@comune.pinzolo.tn.it
1,c_g682,Mail2,comune.piobbico@provincia.ps.it
1,c_g683,Mail2,piobesi.dalba@ruparpiemonte.it
1,c_g685,Mail2,municipio@comune.piode.vc.it
1,c_g690,Mail3,info@comune.pioraco.mc.it
1,c_g693,Mail2,segreteria@comune.piove.pd.it
1,c_g696,Mail2,comune.piozzano@sintranet.it
2,c_g698,Mail4,protocollo@comune.priverno.latina.it
1,c_g702,Mail5,info@comune.pisa.it
1,c_g703,Mail2,uffici@comune.pisano.novara.it
1,c_g704,Mail2,serviziofinanziario@comunedipisoniano.it
1,c_g710,Mail2,info@comune.pisogne.bs.it
1,c_g713,Mail2,info@comune.pistoia.it
1,c_g716,Mail2,info@comune.pitigliano.gr.it
1,c_g717,Mail2,affarigenerali@comune.piubega.mn.it
1,c_g718,Mail2,ufficio.protocollo@comune.piuro.so.it
1,c_g719,Mail2,Comune.piverone@comune.piverone.to.it
1,c_g720,Mail2,info@comune.pizzale.pv.it
1,c_g721,Mail4,ragioneria@comune.pizzighettone.cr.it
1,c_g726,Mail2,protocollo@comune.pizzoli.aq.it
1,c_g729,Mail2,comunediplacanica@virgilio.it
1,c_g736,Mail2,protocollo@comune.taipana.ud.it
1,c_g737,Mail2,protocollo@comune.plesio.co.it
1,c_g740,Mail2,protocollo@comune.ploaghe.ss.it
1,c_g741,Mail2,protocollo@comune.plodio.sv.it
1,c_g743,Mail2,protocollo@comune.pocenia.ud.it
1,c_g747,Mail2,segreteria@comune.podenzano.pc.it
1,c_g751,Mail2,affarigenerali@comune.poggiardo.le.it
1,c_g753,Mail2,protocollo@comune.poggiorusco.mn.it
1,c_g756,Mail2,amministativo@comune.poggiobustone.ri.it
1,c_g758,Mail2,info@comune.poggiodomo.pg.it
1,c_g760,Mail2,protocollo@comune.poggiofiorito.ch.it
1,c_g763,Mail2,info@comune.poggiomirteto.ri.it
1,c_g764,Mail2,comune.ragioneria@poggiomoiano.com
1,c_g766,Mail2,protocollo@comune.poggiopicenze.aq.it
1,c_g767,Mail2,ced@comune.poggioreale.tp.it
1,c_g768,Mail2,protocollo@comune.poggiorenatico.fe.it
1,c_g772,Mail2,info@poglianomilanese.org
1,c_g773,Mail2,info@comune.pognanalario.co.it
1,c_g774,Mail2,info@comune.pognano.bg.it
1,c_g775,Mail2,municipio@comune.pogno.no.it
1,c_g782,Mail2,protocollo@comune.polesella.ro.it
1,c_g784,Mail2,ammincomunepoli@tiscali.it
1,c_g786,Mail2,posta@policoro.basilicata.it
1,c_g789,Mail2,tributi.polinago@anutel.it
1,c_g790,Mail2,info@comune.polino.tr.it
1,c_g794,Mail2,info@comune.pollein.ao.it
1,c_g796,Mail2,segreteria@comune.pollica.sa.it
1,c_g801,Mail2,info@comune.polpenazzedelgarda.bs.it
1,c_g802,Mail2,segreteria@comune.polverara.pd.it
1,c_g803,Mail2,protocollo@unionecastelli.it
1,c_g807,Mail2,pomaro.monferrato@reteunitaria.piemonte.it
1,c_g808,Mail2,pomarolo@comune.pomarolo.tn.it
1,c_g811,Mail4,protocollo@comune.pomezia.rm.it
1,c_g812,Mail2,risorsefinanziarie@legalmail.it
1,c_g816,Mail2,segreteria@comune.pomponesco.mn.it
1,c_g820,Mail4,urp.ponderano@ptb.provincia.biella.it
1,c_g823,Mail2,comune@comune.ponso.pd.it
1,c_g825,Mail2,info@comune.pontassieve.fi.it
1,c_g826,Mail2,info@comune.pontcanavese.to.it
1,c_g829,Mail2,info@comune.ponteinvaltellina.so.it
1,c_g830,Mail2,info@pontegardena.it
1,c_g831,Mail2,protocollo@com-pontebba.regione.fvg.it
1,c_g836,Mail3,info@comune.pontecchio.ro.it
1,c_g837,Mail2,info@comune.pontechianale.cn.it
1,c_g839,Mail2,protocollo@comune.pontecurone.al.it
1,c_g842,Mail2,comune@comune-pontedellolio.it
1,c_g843,Mail2,protocollo@comune.pontedera.pi.it
1,c_g844,Mail2,comune.ponte.rag@tiscali.it
1,c_g847,Mail2,protocollo@comune.pontelambro.co.it
1,c_g848,Mail2,info@comune.pontelandolfo.bn.it
1,c_g851,Mail2,info@comune.pontenizza.pv.it
1,c_g853,Mail2,info@comune.ponteranica.bg.it
1,c_g854,Mail2,info@comune.pontsaintmartin.ao.it
1,c_g858,Mail2,info@comune.pontestura.al.it
1,c_g859,Mail3,comune@comune.pontevico.bs.it
1,c_g862,Mail2,info@comune.pontisulmincio.mn.it
1,c_g874,Mail2,ponzano.laura@virgilio.it
1,c_g875,Mail2,info@comune.ponzanoveneto.tv.it
1,c_g877,Mail2,bilancio@comune.ponzone.al.it
1,c_g879,Mail2,poppi@casentino.toscana.it
1,c_g886,Mail2,urp@comune.porcia.pn.it
1,c_g887,Mail2,stellacto3@tiscali.it
1,c_g888,Mail2,urp@comune.pordenone.it
1,c_g889,Mail2,protocollo@comune.porlezza.co.it
1,c_g890,Mail2,ragioneria@pornassio.org
1,c_g895,Mail2,info@comune.portalbera.pv.it
1,c_g900,Mail2,segretario@comune.porte.to.it
1,c_g903,Mail2,protocollo@comune.porticodicaserta.ce.it
1,c_g904,Mail2,info@comune.portico-e-san-benedetto.fc.it
1,c_g905,Mail2,ragioneria@comune.portigliola.rc.it
1,c_g906,Mail2,affarigenerali@comune.portoceresio.va.it
1,c_g907,Mail2,vallarini@comune.portovaltravaglia.va.it
1,c_g909,Mail2,portobuffole@tin.it
1,c_g912,Mail2,protocollo@comune.portoferraio.li.it
1,c_g913,Mail2,protocollo@comune.portofino.genova.it
1,c_g917,Mail2,protocollo@comune.porto-mantovano.mn.it
1,c_g921,Mail2,portosantelpidio@elpinet.it
1,c_g923,Mail2,info@comune.portotolle.ro.it
1,c_g926,Mail2,segreteria@comune.portoviro.ro.it
1,c_g927,Mail2,rag.portula@ptb.provincia.biella.it
1,c_g929,Mail2,info@comune.posada.nu.it
1,c_g931,Mail2,info@comune.posina.vi.it
1,c_g933,Mail2,segreteria@comune.possagno.tv.it
1,c_g934,Mail2,uffragioneriaposta@libero.it
1,c_g935,Mail2,info@comune.postafibreno.fr.it
1,c_g937,Mail2,info@comune.postalesio.so.it
1,c_g939,Mail2,protocollo@postiglione.gov.it
1,c_g940,Mail2,postua1@libero.it
1,c_g944,Mail2,protocollo@comune.povegliano.tv.it
1,c_g949,Mail2,segreteria@comune.povoletto.ud.it
1,c_g951,Mail2,info@comune.pozzagliasabina.ri.it
1,c_g955,Mail2,protocollo@comune.pozzodadda.mi.it
1,c_g960,Mail2,info@comune.pozzolgroppo.al.it
1,c_g968,Mail2,catia.pievani@comunepradalunga.it
1,c_g969,Mail2,protocollo@comune.pradamano.ud.it
1,c_g970,Mail2,info@comune.pradleves.cn.it
1,c_g977,Mail2,municipio@comune.pralboino.bs.it
1,c_g978,Mail2,prali@ruparpiemonte.it
1,c_g982,Mail2,pramollo@ruparpiemonte.it
1,c_g985,Mail2,comuneprarolo@libero.it
1,c_g988,Mail2,comune@comune.prascorsano.to.it
1,c_g991,Mail2,comune.pratasannita.ce@virgilio.it
1,c_g994,Mail2,segreteria@comune.prata.pn.it
1,c_g997,Mail2,info@comune.pratiglione.to.it
1,c_g999,Mail2,protocollogen@comune.prato.it
1,c_h011,Mail2,info@comune.prazzo.cn.it
2,c_h013,Mail3,protocollo@comune.samo.rc.it
1,c_h014,Mail2,segreteria@comune.precenicco.ud.it
1,c_h015,Mail2,info@comune.preci.pg.it
1,c_h017,Mail2,urp@comune.predappio.fc.it
1,c_h018,Mail3,info@comune.predazzo.tn.it
1,c_h020,Mail2,protocollo@comune.predore.bg.it
1,c_h027,Mail2,comune.prela@libero.it
1,c_h028,Mail2,info@comune.premana.lc.it
1,c_h029,Mail2,tributi@comune.premariacco.ud.it
1,c_h030,Mail2,finanziario@comune.premeno.vb.it
1,c_h033,Mail2,protocollo@comune.premia.vb.it
1,c_h036,Mail2,segreteria@comune.premolo.bg.it
1,c_h037,Mail2,municipio@comune.premosello.vb.it
1,c_h042,Mail2,info@comune.pre-saint-didier.ao.it
1,c_h046,Mail2,protocollo@comune.presezzo.bg.it
1,c_h048,Mail2,protocollo@comune.pressana.vr.it
1,c_h055,Mail2,protocollo@comune.prevalle.bs.it
1,c_h056,Mail2,ragioneria.prezza@libero.it
1,c_h059,Mail2,com.priero@vallinrete.org
1,c_h061,Mail2,segreteria@comune.prignano.mo.it
1,c_h062,Mail2,anagrafe@comune.prignanocilento.sa.it
1,c_h068,Mail3,priocca@ruparpiemonte.it
1,c_h070,Mail2,sito@comune.prizzi.pa.it
1,c_h071,Mail2,info@comunediproceno.vt.it
1,c_h073,Mail2,segreteria@comune.propata.ge.it
1,c_h074,Mail2,info@comune.proserpio.co.it
1,c_h083,Mail2,comuneprovvidenti@alice.it
1,c_h085,Mail2,prunetto@ruparpiemonte.it
1,c_h087,Mail2,comunedipuglianello@libero.it
1,c_h089,Mail2,protocollo@com-pulfero.regione.fvg.it
1,c_h090,Mail2,comunicazionepulsano@libero.it
1,c_h096,Mail2,protocollo@comune.putignano.ba.it
2,c_h097,Mail3,protocollo@comune.quadrelle.av.it
1,c_h098,Mail2,info@comune.quadri.ch.it
1,c_h100,Mail2,quagliuzzo@ruparpiemonte.it
1,c_h102,Mail2,protocollo@comune.quaranti.at.it
1,c_h106,Mail2,municipio@comune.quarnasopra.vb.it
1,c_h107,Mail2,municipio@comune.quarnasotto.vb.it
1,c_h108,Mail2,segreteria@comunequarona.it
1,c_h110,Mail2,info@comune.quart.ao.it
2,c_h114,Mail3,protocollo.generale@comune.quarto.na.it
1,c_h117,Mail2,protocollo@comunequartodaltino.it
1,c_h118,Mail2,PERSONALE@PEC.COMUNE.QUARTUSANTELENA.CA.IT
1,c_h120,Mail2,quassolo@ruparpiemonte.it
1,c_h121,Mail2,tributi@comune.quattordio.al.it
1,c_h122,Mail2,sistemi.informatici@comune.quattro-castella.re.it
1,c_h126,Mail2,info@comune.quiliano.sv.it
1,c_h128,Mail2,comunexv@libero.it
1,c_h129,Mail3,ragioneria@comune.quingentole.mn.it
1,c_h130,Mail2,info@comune.quintano.cr.it
1,c_h134,Mail2,segreteria@comune.quintovicentino.vi.it
1,c_h143,Mail2,protocollo@comune.quistello.mn.it
1,c_h146,Mail2,comune@comune.rabbi.tn.it
1,c_h147,Mail2,ragioneria@comune.racale.le.it
1,c_h151,Mail2,comuneraccuija@virgilio.it
1,c_h154,Mail2,gcarastro@alice.it
1,c_h156,Mail2,ragioneria@comune.radicofani.si.it
1,c_h157,Mail3,info@comune.radicondoli.siena.it
1,c_h159,Mail2,info@comune.raffadali.ag.it
1,c_h161,Mail2,tributi.ragogna@collinare.utifvg.it
1,c_h163,Mail2,info@comune.ragusa.gov.it
3,c_h166,Mail4,protocollo@comuneraiano.com
1,c_h168,Mail2,urp@comune.ramacca.ct.it
1,c_h173b,Mail2,info@comune.ranciovalcuvia.va.it
1,c_h174,Mail2,segreteria@comune.ranco.va.it
1,c_h176,Mail2,segreteria@comune.ranica.bg.it
1,c_h177,Mail2,info@comune.ranzanico.bg.it
1,c_h180,Mail2,protocollo@comune.ranzo.im.it
1,c_h185,Mail2,m.anselmi@comune.rapolanoterme.si.it
1,c_h188,Mail2,rassa@ruparpiemonte.it
1,c_h192,Mail2,amministrazione@comune.rasura.so.it
1,c_h195,Mail2,sindaco@comune.ravarino.mo.it
1,c_h200,Mail2,protocollo@com-raveo.regione.fvg.it
1,c_h202,Mail2,comune.raviscanina@tiscali.it
1,c_h204,Mail2,municipio@comune.rea.pv.it
1,c_h206,Mail2,protocollo@comune.reanadelrojale.ud.it
1,c_h207,Mail2,protocollo@comune.reano.to.it
1,c_h212,Mail2,protocollo@comune.recco.ge.it
1,c_h213,Mail2,comune@comune.recetto.no.it
1,c_h214,Mail2,segreteria@comune.recoaroterme.vi.it
1,c_h216,Mail2,info@comune.redavalle.pv.it
1,c_h220,Mail2,protocollo@comunedirefrontolo.it
1,c_h222,Mail2,info@comune.reggello.fi.it
1,c_h225,Mail2,e.fantini@comune.reggiolo.re.it
1,c_h228,Mail2,info@intradata.it
1,c_h230,Mail2,info@comune.remedello.bs.it
1,c_h233,Mail2,segreteria@comune.renate.mb.it
1,c_h238,Mail2,protocollo@comune.resana.tv.it
1,c_h240,Mail2,info@comune.rescaldina.mi.it
1,c_h244,Mail2,protocollo@comune.resiutta.ud.it
1,c_h245,Mail2,protocollo@comune.resuttano.cl.it
1,c_h246,Mail2,segreteria@comune.retorbido.pv.it
1,c_h250,Mail2,segreteria@comune.revigliasco.asti.it
1,c_h255,Mail2,info@comune.rezzago.co.it
1,c_h257,Mail2,info@comune.rezzo.im.it
1,c_h258,Mail2,info@comune.rezzoaglio.ge.it
1,c_h262,Mail2,info@comune.rhemes-notre-dame.ao.it
1,c_h263,Mail2,info@comune.rhemes-st-georges.ao.it
1,c_h266,Mail2,segreteria@comune.rialto.sv.it
1,c_h269,Mail2,sportellounico@comunediribera.ag.it
1,c_h270,Mail2,amministrazione@comune.ribordone.to.it
1,c_h271,Mail2,protocollo@comunericadi.gov.it
1,c_h272,Mail2,info@comune.ricaldone.al.it
1,c_h273,Mail2,segreteriacomune@comunediriccia.it
1,c_h274,Mail2,protocollo@comune.riccione.rn.it
1,c_h275,Mail2,protocollo@comune.riccodelgolfo.sp.it
1,c_h276,Mail2,info@comune.ricengo.cr.it
1,c_h284,Mail2,info@comune.rifiano.bz.it
1,c_h285,Mail2,info@comune.rifreddo.cn.it
1,c_h286,Mail2,info@comunerignano.it
1,c_h288,Mail2,protocollo@comune.rignanoflaminio.rm.it
1,c_h289,Mail2,protocollo@com-rigolato.regione.fvg.it
1,c_h293,Mail2,rimella@comune.rimella.vc.it
1,c_h298,Mail2,vicesegretario@comune.riosaliceto.re.it
1,c_h299,Mail2,info@muehlbach.it
1,c_h300,Mail2,riofreddocomune@libero.it
1,c_h302,Mail2,urp@comune.rioloterme.ra.it
1,c_h303,Mail2,segreteria@comune.riolunato.mo.it
1,c_h304,Mail2,attproduttive@comune.riomaggiore.sp.it
1,c_h307,Mail3,sindaco@comune.rioneroinvulture.pz.it
1,c_h311,Mail2,amministrazione@comuneripabottoni.it
1,c_h312,Mail2,comunediripacandida@yahoo.it
1,c_h313,Mail2,ripalimosani@inwind.it
1,c_h320,Mail2,info@comune.ripateatina.ch.it
1,c_h321,Mail2,comune@comune.ripatransone.ap.it
1,c_h327,Mail2,rivamonte@agordino.bl.it
1,c_h330,Mail2,info@comune.rivadelgarda.tn.it
1,c_h331,Mail2,ragioneria@comune.rivadisolto.bg.it
1,c_h333,Mail2,comunerivalba@tin.it
1,c_h334,Mail2,info@comune.rivalta.al.it
1,c_h336,Mail2,informazioni@comune.rivanazzanoterme.pv.it
1,c_h337,Mail2,info@comune.rivapressochieri.to.it
1,c_h338,Mail2,segreteria@comune.rivara.to.it
1,c_h340,Mail2,comune@rivarolocanavese.it
1,c_h343,Mail2,segreteria@comune.rivarone.al.it
1,c_h344,Mail2,ragioneria@comune.rivarossa.to.it
1,c_h346,Mail2,rive@reteunitaria.piemonte.it
3,c_h350,Mail4,protocollo@comune.rivergaro.pc.it
1,c_h353,Mail2,ufficiofinanziario@comune.rivisondoli.aq.it
